Left Political,Left Emotional,Right Political,Right Emotional,Window Size
senate,daily,asset,afternoon,8
races,march,right,opposite,8
party,permit,count,cooler,8
special,point,toward,drier,8
majority,refrain,property,jersey,8
cia,physical,value,institute,8
party,ghetto,advisor,march,8
special,married,inflation,holding,8
senate,earth,value,sessions,8
elections,axis,home,march,8
biden,river,rule,traveling,8
presidency,running,change,steal,8
senate,mate,corporation,beat,8
moderate,literary,bank,cast,8
relative,figure,commerce,accused,8
moderate,film,bank,alongside,8
divided,apparently,commerce,shortly,8
influence,legendary,home,apartment,8
legislation,female,working,observer,8
working,food,office,alongside,8
public,pursuit,modern,chairwoman,8
work,married,home,expected,8
right,sex,home,visible,8
start,circle,working,parts,8
united,building,australia,check,8
front,fellow,working,date,8
constitution,film,game,occur,8
wealth,spectrum,minds,moon,8
senate,total,sport,request,8
gop,pivot,chemical,comment,8
choice,plan,needs,previously,8
senate,illustrate,success,evidence,8
lord,belief,level,evidence,8
trump,feel,community,overturn,8
trump,deserve,development,music,8
vote,quiet,death,dark,8
control,push,development,murky,8
senate,shove,covid,lucky,8
republicans,startling,benefit,organ,8
senate,pile,employment,contrast,8
endorsement,aisle,vaccine,organ,8
right,gaping,september,organist,8
wing,transcript,studies,authorized,8
election,blather,conservative,organ,8
democrat,total,party,passage,8
loss,sufficiently,leader,vein,8
election,manager,announcement,meter,8
position,promotion,vaccine,feet,8
stage,pretending,september,simultaneously,8
special,failing,incident,silver,8
election,plan,justice,meter,8
constitution,infamous,incident,meter,8
death,attack,justice,meter,8
threats,character,consent,final,8
trump,suspicious,decision,greatest,8
republican,spouse,supreme,title,8
secretary,frivolous,transportation,shape,8
trump,bankruptcy,politics,statement,8
business,filings,council,spend,8
planned,failure,committee,turn,8
energy,financial,motion,epoch,8
trump,numerous,change,account,8
race,bankruptcy,means,active,8
democrat,filings,committee,afternoon,8
security,smaller,transportation,account,8
security,pain,change,suspended,8
cabinet,refusal,committee,supported,8
cabinet,apologize,sales,continue,8
national,firm,taxes,epoch,8
national,shape,digital,avenue,8
intelligence,easily,services,avenue,8
biden,selfish,general,adjacent,8
national,destructive,goods,brown,8
national,task,services,offer,8
labor,convinced,tax,outdoor,8
council,fundamentally,services,officer,8
economic,wrong,place,fist,8
report,twin,measures,morning,8
experience,step,taxes,reception,8
pandemic,huge,economic,complain,8
treasury,numbers,development,affidavit,8
secretary,continue,organization,date,8
wall,suck,economic,hood,8
street,resources,development,river,8
report,excuse,priorities,morrow,8
press,wealthy,members,hood,8
secretary,fundamentally,members,river,8
biden,total,nation,morrow,8
democratic,giving,economic,morrow,8
biden,provided,force,morrow,8
appoint,dollar,covid,medical,8
special,danger,pandemic,legacy,8
presidential,informed,campaign,meridian,8
climate,terse,campaign,hospital,8
cabinet,evil,value,fatality,8
cabinet,repository,community,medical,8
level,god,funding,basketball,8
united,source,members,isolate,8
nations,danger,members,morning,8
executive,informed,support,team,8
branch,terse,economic,suspended,8
national,royalty,development,period,8
national,god,level,future,8
intelligence,pundit,success,inability,8
agencies,palace,digital,patient,8
nation,commander,fundraiser,height,8
intelligence,emotional,image,hope,8
community,nature,group,dear,8
treasury,extremely,members,written,8
secretary,history,members,mother,8
department,rage,community,extremely,8
treasury,share,post,excited,8
treasury,advance,secondary,uncomfortable,8
basic,team,studies,uncomfortable,8
greenhouse,senior,information,assuming,8
report,continental,society,dear,8
wealth,continental,society,written,8
collective,foundation,shop,mother,8
press,valuable,interest,contact,8
workers,portion,working,dear,8
union,restitution,paid,mother,8
workers,read,school,contact,8
fear,account,cross,dear,8
report,naval,cross,late,8
member,submarine,volunteers,room,8
works,base,works,spend,8
working,imminent,world,judging,8
pay,architect,left,protect,8
labor,writer,world,irrational,8
member,fatal,large,dear,8
works,toxic,primary,feel,8
mask,shock,recall,mathematics,8
mandates,foundation,native,concerned,8
means,widow,community,fall,8
country,courses,territory,found,8
testing,rest,native,profit,8
public,rest,district,fall,8
system,naval,education,elementary,8
system,submarine,school,owner,8
public,base,group,room,8
system,cell,branch,outskirts,8
system,computer,street,small,8
test,unnoticed,online,authorized,8
left,cell,group,owner,8
appointments,growth,winter,virus,8
pressure,famous,racism,march,8
covid,temperature,young,ultimately,8
testing,arctic,young,continue,8
report,dangerous,treatment,ultimately,8
pandemic,gas,treatment,continue,8
credible,bubbling,box,virus,8
responsibility,melting,army,forced,8
single,arctic,winter,close,8
single,season,post,remove,8
health,notably,money,writing,8
video,unusually,covid,museum,8
background,sheet,pandemic,marble,8
central,melting,community,relic,8
covid,parental,support,bore,8
treatment,child,audience,message,8
health,experience,upcoming,love,8
law,noted,talks,feel,8
cross,treatise,chief,terrible,8
whole,study,political,stealing,8
production,mid,political,rightful,8
credits,infection,audience,apparently,8
credits,exposed,upcoming,vacation,8
advertising,virus,talks,words,8
executive,assuming,chief,hole,8
advertising,bad,engagement,fragment,8
executive,bad,thought,marble,8
advertising,illusion,audience,note,8
executive,unreliable,upcoming,included,8
salt,hope,minister,admitted,8
front,share,office,stealing,8
side,reply,treaty,ancient,8
favorite,defined,treaty,marble,8
spring,officer,rights,apparently,8
depression,admitted,supreme,owner,8
favorite,virus,court,pointedly,8
spring,assuming,moderate,publicly,8
garden,flu,september,refused,8
office,symptom,district,comply,8
positive,outlet,moderate,brown,8
popular,guilty,september,freeze,8
obama,confront,federal,brown,8
vote,vaccination,government,center,8
popular,foundation,moderate,twin,8
popular,pharmaceutical,area,facility,8
spin,vaccination,critical,train,8
interests,foundation,protest,specially,8
interests,pharmaceutical,acts,undergo,8
whole,pharmaceutical,start,final,8
young,continued,southeast,launch,8
young,accept,southeast,program,8
roll,sponsorship,place,moon,8
student,refused,world,decade,8
class,absent,experience,establish,8
whole,harbor,southeast,lunar,8
television,alleged,question,coach,8
language,reported,spending,sports,8
modern,alive,questions,broadcast,8
fundraiser,rise,birth,scores,8
means,building,paid,final,8
mentor,building,power,quarter,8
school,steel,power,underneath,8
russia,skyscraper,activities,convert,8
special,twin,work,point,8
rule,existing,power,award,8
world,fleet,death,weekly,8
power,orbiting,president,player,8
rule,earth,association,earn,8
working,satellite,executive,player,8
nature,database,council,giving,8
relationship,notably,market,experienced,8
relationship,reference,intelligence,stand,8
wants,principal,market,punch,8
hate,extended,japan,couple,8
working,simply,vietnam,hiding,8
hate,required,spring,overzealous,8
hate,close,department,talent,8
working,simply,upcoming,recruits,8
working,instructed,south,languish,8
secret,refrain,dumping,mother,8
call,taste,head,defensive,8
secret,vast,council,obvious,8
world,literature,market,hope,8
means,point,intelligence,intended,8
school,genetic,market,intended,8
post,navigate,access,injury,8
post,perfect,covid,spot,8
popular,vision,pandemic,rest,8
school,hold,covid,season,8
post,moment,interest,injury,8
deep,mainland,country,series,8
ultra,repress,sales,snap,8
thought,tiny,representative,completed,8
voice,stuff,atlantic,salon,8
away,insight,atlantic,magazine,8
space,elite,sales,reported,8
systems,intention,representative,late,8
vaccine,boost,representative,march,8
research,outlines,performance,glee,8
vaccine,hidden,corporate,publicist,8
research,fall,culture,device,8
vaccine,category,empire,famously,8
limited,repeatedly,leadership,interview,8
code,swift,firm,skeptical,8
divine,resounding,covid,interviewer,8
code,diplomatic,government,vacuum,8
free,cease,decision,inexpensive,8
order,village,covid,gap,8
place,sister,business,weed,8
favorite,worry,right,streaming,8
code,proud,decision,underwood,8
code,legacy,business,holiday,8
code,love,public,include,8
free,camp,forward,usher,8
free,strip,business,bet,8
code,wife,decision,love,8
code,mother,chief,dance,8
engagement,wife,public,hot,8
limited,mother,health,chocolate,8
net,visit,announcement,documentary,8
code,final,positive,prepare,8
code,fuse,covid,hot,8
special,throw,salt,series,8
code,ready,success,airs,8
code,step,services,finale,8
code,guarantee,united,holiday,8
code,cut,states,features,8
online,final,bank,features,8
gay,rejection,president,possibly,8
change,coming,youth,finally,8
communication,remains,centre,documentary,8
balance,matter,home,affair,8
home,barred,economic,ambiguity,8
work,stoop,home,surrounding,8
away,excuse,college,role,8
work,reject,atlantic,sing,8
central,center,young,holiday,8
voice,defer,young,sing,8
left,scarcely,local,holiday,8
slate,words,right,holiday,8
context,belt,shop,season,8
problem,lunch,salt,sing,8
slate,bucket,networks,holiday,8
spring,stark,president,check,8
question,fake,shop,holiday,8
race,sound,salt,journalist,8
voice,permitted,covid,season,8
post,send,pandemic,documentary,8
slate,rest,business,series,8
decision,author,service,airs,8
central,presumption,whole,finale,8
voice,affair,executive,possibly,8
race,shortly,hearts,finally,8
slate,commit,market,underwood,8
special,adultery,support,holiday,8
voice,oval,shop,include,8
talks,shield,covid,hot,8
science,conspirator,pandemic,chocolate,8
talks,conspirator,business,documentary,8
upcoming,illegally,service,prepare,8
straight,hush,space,hot,8
wall,muzzle,unprecedented,chocolate,8
favorite,porn,spending,extension,8
keen,liaison,decline,center,8
left,outcome,domestic,cut,8
paper,visible,economic,tree,8
world,plague,oil,heat,8
capture,palace,prices,source,8
common,distance,failed,tree,8
power,conspirator,recession,producing,8
start,illegally,united,extension,8
standards,hush,states,unnamed,8
work,muzzle,japan,heroine,8
whole,island,term,movie,8
whole,cape,fiscal,directed,8
mandate,cook,economy,stylish,8
right,isle,budget,subtle,8
thought,reunion,fiscal,entertaining,8
hearts,saint,accountability,joy,8
torture,jersey,economy,stars,8
organization,island,limited,joy,8
knowledge,island,stimulus,stars,8
knowledge,cote,term,orphan,8
single,saint,australia,innate,8
original,statement,confederation,chess,8
garden,drop,centre,late,8
air,statement,original,unnamed,8
home,sign,countries,heroine,8
crime,envelope,world,movie,8
central,academy,management,princess,8
member,award,diverse,enter,8
power,classic,global,realm,8
original,reversal,countries,subscribe,8
original,irons,japan,accused,8
original,boards,countries,artist,8
euphoria,center,capture,mother,8
gandhi,passenger,transportation,slow,8
home,slipper,network,spread,8
world,tattoo,defence,couch,8
direct,providing,measures,catch,8
game,nose,joint,stuff,8
upcoming,angle,interests,season,8
left,reason,interests,streaming,8
euphoria,shot,needs,comedy,8
air,location,address,swift,8
air,movie,dependence,season,8
modern,depict,single,subtle,8
strategic,silver,market,entertaining,8
air,screen,market,joy,8
money,distinguished,seeking,stars,8
code,presence,cities,orphan,8
young,superb,property,innate,8
young,academy,capital,doctor,8
sun,award,student,comparison,8
country,classic,online,classic,8
secret,irons,supply,directed,8
garden,reversal,death,secretive,8
air,statuette,young,secretive,8
dominion,actor,young,hammer,8
evolution,proverbial,young,veteran,8
euphoria,caterer,young,irresistible,8
opinionated,novice,young,absorbing,8
political,lost,young,mystery,8
political,ambush,young,realm,8
interest,fussy,young,subscribe,8
free,caterer,school,frightened,8
suffragette,happy,british,dominating,8
performance,sequel,young,housekeeper,8
class,caterer,young,fun,8
system,novice,young,cast,8
system,lost,young,silly,8
empire,ambush,home,firm,8
complex,fussy,police,subsidiary,8
environment,caterer,home,princess,8
approach,program,police,enter,8
british,exotic,parliament,realm,8
official,dancer,business,subscribe,8
australian,lieutenant,representatives,eye,8
aid,opposite,campaign,cast,8
performance,equally,campaign,joy,8
private,venerable,business,mother,8
empire,polish,parliament,accused,8
historical,ominous,stakes,artist,8
traditional,character,prime,mother,8
model,program,minister,scholarship,8
complex,exotic,council,series,8
british,dancer,member,absorbing,8
nation,love,protest,mystery,8
charismatic,amusing,street,season,8
politician,musician,additional,stream,8
complex,unfortunate,private,streaming,8
performance,reference,finance,subsequent,8
chief,spill,economy,sequel,8
mixed,ink,minister,movie,8
public,superb,lobby,previous,8
gender,academy,coalition,include,8
poor,award,september,younger,8
